day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19970,10,20,0
1,19954,24,20,2
2,19942,28,26,4
3,19914,49,32,5
4,19886,53,49,12
5,19839,90,51,20
6,19804,103,65,28
7,19754,118,89,39
8,19686,152,108,54
9,19595,197,138,70
10,19469,271,172,88
11,19341,318,233,108
12,19177,407,271,145
13,18993,471,351,185
14,18741,585,430,244
15,18428,742,531,299
16,18098,848,690,364
17,17635,1071,837,457
18,17080,1311,1035,574
19,16473,1531,1278,718
20,15712,1843,1556,889
21,14808,2256,1849,1087
22,13836,2555,2256,1353
23,12725,2956,2658,1661
24,11520,3323,3153,2004
25,10339,3562,3672,2427
26,8985,3929,4198,2888
27,7710,4133,4716,3441
28,6453,4220,5258,4069
29,5306,4170,5780,4744
30,4269,4042,6170,5519
31,3419,3822,6453,6306
32,2716,3461,6686,7137
33,2143,3085,6736,8036
34,1678,2638,6801,8883
35,1333,2245,6679,9743
36,1059,1932,6334,10675
37,896,1584,6051,11469
38,758,1309,5725,12208
39,663,1074,5346,12917
40,574,881,4958,13587
41,537,738,4520,14205
42,498,588,4134,14780
43,473,481,3779,15267
44,455,405,3420,15720
45,449,340,3017,16194
46,460,288,2721,16531
47,473,255,2447,16825
48,489,209,2224,17078
49,512,179,1967,17342
50,535,164,1726,17575
51,552,158,1533,17757
52,573,143,1355,17929
53,614,123,1231,18032
54,656,117,1100,18127
55,684,105,988,18223
56,713,100,885,18302
57,755,89,776,18380
58,806,75,698,18421
59,851,69,629,18451
60,895,60,572,18473
61,944,57,495,18504
62,1011,56,451,18482
63,1051,51,399,18499
